lr,Lr,rl,Rl,ll,Ll,rr,Rr,l,r,L,R,space,shift,cpm,is_bot
143.5,169.0,101.4,0.0,237.15384615384616,0.0,188.88888888888889,0.0,110.78260869565217,94.55,111.0,0.0,114.0,416.0,14.200877872450297,0
147.5,0.0,381.77777777777777,0.0,225.88888888888889,215.0,133.66666666666666,0.0,113.60714285714286,103.47368421052632,125.0,0.0,112.0,244.0,11.096482979123566,0
159.6153846153846,0.0,124.75,0.0,152.0,221.0,102.81818181818181,127.0,123.16666666666667,109.12,137.0,78.0,126.2,176.0,17.649530746603165,0
153.5,124.0,201.83333333333334,0.0,191.0,0.0,289.6,0.0,113.61904761904762,136.94444444444446,140.0,0.0,135.88888888888889,137.0,12.756378189094548,0
156.46153846153845,0.0,199.5,131.0,230.86666666666667,0.0,232.91666666666666,0.0,127.21428571428571,133.88,0.0,154.0,141.625,235.0,11.417180137731062,0
183.13333333333333,0.0,216.28571428571428,0.0,343.07142857142856,562.0,309.8,0.0,131.96666666666667,148.36,145.0,0.0,146.44444444444446,327.0,8.116583656152,0
125.625,0.0,286.3333333333333,0.0,249.76470588235293,576.0,488.5,0.0,138.3939393939394,134.4090909090909,121.5,0.0,144.3,324.0,9.420892213909669,0
119.0,132.0,277.6,435.0,351.8666666666667,316.3333333333333,801.75,0.0,136.54166666666666,150.6153846153846,156.0,149.5,160.875,315.5,7.3268460217515745,0
207.375,168.0,169.88888888888889,193.0,174.11111111111111,0.0,144.0,146.0,148.57894736842104,147.85714285714286,126.0,92.0,145.42857142857142,204.6,12.0942075111394,0
150.4,183.0,374.7,0.0,316.1333333333333,0.0,227.44444444444446,0.0,129.23076923076923,132.7,142.0,0.0,157.55555555555554,324.0,7.859358841778698,0
215.33333333333334,88.0,193.23076923076923,0.0,324.0769230769231,0.0,204.33333333333334,0.0,133.3846153846154,144.43478260869566,120.0,0.0,164.77777777777777,212.5,8.968609865470851,0
310.1818181818182,0.0,423.6,0.0,395.5,201.0,193.44444444444446,0.0,125.29629629629629,145.55,120.0,0.0,140.36363636363637,243.0,7.436326454731363,0
187.93333333333334,0.0,220.85714285714286,0.0,300.1666666666667,170.0,238.33333333333334,126.0,137.03703703703704,147.53571428571428,106.0,119.0,145.7,252.0,0.6364731147345816,0
191.28571428571428,112.0,244.92857142857142,0.0,414.6,0.0,81.0,0.0,73.0,71.73684210526316,65.0,0.0,69.44444444444444,148.0,9.95667004701761,0
218.53333333333333,0.0,248.57142857142858,170.0,256.92857142857144,0.0,257.3,0.0,78.10344827586206,68.84,0.0,69.0,74.5,175.0,9.651636253958678,0
164.78571428571428,0.0,140.53846153846155,0.0,230.83333333333334,835.0,260.5,0.0,77.61538461538461,77.83333333333333,59.0,0.0,72.9,168.0,11.553273427471117,0
136.46153846153845,0.0,227.08333333333334,202.0,514.8333333333334,0.0,202.6,0.0,81.89473684210526,77.0,0.0,79.0,70.16666666666667,139.0,7.596310363537711,0
357.77777777777777,154.0,408.0,144.0,291.0,388.0,377.5,0.0,75.78260869565217,82.64285714285714,76.75,70.0,65.25,431.0,4.600533990552474,0
533.6666666666666,150.0,478.1111111111111,149.0,155.3,2707.0,195.0,251.0,72.9047619047619,72.6875,75.0,72.0,57.5,132.85714285714286,5.38707102952913,0
233.66666666666666,89.0,200.11111111111111,0.0,291.5833333333333,0.0,314.8181818181818,0.0,86.71428571428571,84.04761904761905,47.0,0.0,63.75,138.0,9.292539668624528,0
228.0,106.0,111.16666666666667,0.0,417.36842105263156,0.0,532.1,0.0,85.41935483870968,82.0,52.0,0.0,70.0909090909091,110.44444444444444,7.83132530120482,0
174.2,0.0,547.3333333333334,0.0,287.53333333333336,191.0,554.375,0.0,76.24,84.05555555555556,101.0,0.0,75.9,223.0,6.947953511874684,0
156.46153846153845,0.0,204.25,0.0,347.27272727272725,190.0,145.58333333333334,137.0,82.66666666666667,83.61538461538461,106.0,47.0,63.0,232.66666666666666,4.654964110582048,0
128.25,103.0,125.33333333333333,0.0,117.25,0.0,100.0,0.0,1.35,1.5294117647058822,1.0,0.0,1.375,1.0,20.954079358002677,1
119.28571428571429,0.0,134.46153846153845,114.0,139.84615384615384,0.0,105.9,0.0,1.6666666666666667,1.7083333333333333,0.0,2.0,1.25,2.0,19.03276131045242,1
128.26666666666668,0.0,106.14285714285714,0.0,151.2,250.0,138.33333333333334,0.0,1.2,1.875,1.0,0.0,2.5555555555555554,2.0,18.697413524462448,1
102.92307692307692,0.0,133.25,132.0,131.2,82.0,89.6,0.0,1.1724137931034482,1.3333333333333333,1.0,1.0,1.4,1.5,21.030856748836406,1
92.625,139.0,139.2,86.0,120.0909090909091,133.0,160.0,0.0,1.45,1.4615384615384615,0.8,1.0,1.2857142857142858,2.4285714285714284,20.948616600790515,1
108.375,103.0,137.11111111111111,99.0,108.9,0.0,102.25,73.0,1.5,1.6428571428571428,1.0,0.5,1.1666666666666667,2.0,21.490306003270263,1
117.66666666666667,91.0,130.88888888888889,0.0,136.9,0.0,130.7,0.0,1.6842105263157894,1.6,1.0,0.0,1.5,2.0,19.57259836229279,1
127.2,115.0,109.2,0.0,140.63636363636363,0.0,96.55555555555556,0.0,1.3333333333333333,1.1,2.0,0.0,0.8888888888888888,2.0,21.241830065359476,1
98.0,0.0,144.55555555555554,0.0,111.06666666666666,84.0,129.625,0.0,1.0,1.0555555555555556,1.0,0.0,1.3333333333333333,1.0,21.305977510357074,1
119.61538461538461,0.0,111.0,0.0,153.9,80.0,121.45454545454545,109.0,1.2608695652173914,1.36,2.0,1.0,1.2,1.5,20.261437908496735,1
248.91666666666666,140.0,231.0,0.0,272.25,0.0,368.2,0.0,128.75,129.88888888888889,120.0,0.0,128.125,147.0,9.41084207430644,0
148.42857142857142,0.0,576.5384615384615,92.0,269.75,0.0,280.1,0.0,119.76923076923077,130.20833333333334,0.0,83.0,116.375,389.0,7.433562534844824,0
185.8,0.0,235.57142857142858,0.0,366.8181818181818,699.0,257.22222222222223,0.0,114.03846153846153,139.54166666666666,110.0,0.0,128.77777777777777,230.0,8.962868117797695,0
190.88235294117646,0.0,292.6666666666667,80.5,354.1764705882353,158.0,263.1666666666667,0.0,114.37142857142857,129.56521739130434,96.0,84.0,116.1,481.0,7.53104009769998,0
193.0,321.0,172.5,637.0,382.2,234.0,3080.5,0.0,133.11111111111111,137.5,118.5,132.0,101.0,554.5,4.429509699098824,0
292.25,283.0,440.77777777777777,138.0,335.09090909090907,0.0,283.5,178.0,120.71428571428571,116.3125,144.0,107.5,136.57142857142858,320.0,7.147451933385748,0
196.22222222222223,185.0,209.66666666666666,0.0,364.53846153846155,0.0,374.6,0.0,120.21739130434783,138.7,104.0,0.0,122.5,194.66666666666666,8.152375305714074,0
307.3636363636364,147.0,248.36363636363637,0.0,409.38461538461536,0.0,357.0,0.0,122.95833333333333,142.04761904761904,99.0,0.0,132.11111111111111,1000.0,7.039597737272156,0
286.5,0.0,400.8888888888889,0.0,429.29411764705884,345.0,419.6666666666667,0.0,121.33333333333333,152.42105263157896,159.0,0.0,121.22222222222223,180.0,6.293474660483604,0
252.4375,0.0,213.66666666666666,0.0,391.09090909090907,229.0,292.6666666666667,210.0,123.77777777777777,132.21875,117.0,155.0,128.0,384.3333333333333,7.74633340218963,0
132.83333333333334,101.0,137.08333333333334,0.0,133.0,0.0,115.5,0.0,1.95,1.7058823529411764,2.0,0.0,1.375,2.0,19.305812281782707,1
130.5,0.0,131.46153846153845,141.0,137.69230769230768,0.0,99.0,0.0,1.4074074074074074,2.125,0.0,2.0,1.375,2.0,18.88544891640867,1
112.53333333333333,0.0,115.35714285714286,0.0,143.0,182.0,117.22222222222223,0.0,1.56,1.5,1.0,0.0,1.6666666666666667,2.0,20.09713615809747,1
120.07692307692308,0.0,140.5,139.0,145.66666666666666,103.0,117.8,0.0,1.6896551724137931,1.7777777777777777,1.0,1.0,2.1,1.5,18.92353032418179,1
122.0,100.0,128.6,105.0,123.0909090909091,137.33333333333334,185.5,0.0,1.55,2.3076923076923075,1.0,1.0,1.7142857142857142,2.0,19.97738409347908,1
109.0,82.0,152.0,87.0,121.1,0.0,91.5,66.0,1.95,1.7857142857142858,1.0,1.0,1.6666666666666667,1.6666666666666667,20.655590480466998,1
124.77777777777777,143.0,106.33333333333333,0.0,130.0,0.0,149.3,0.0,1.5789473684210527,1.7,1.0,0.0,1.5,2.0,19.525801952580196,1
123.7,108.0,126.2,0.0,159.1818181818182,0.0,113.55555555555556,0.0,1.8095238095238095,1.5,1.0,0.0,1.3333333333333333,2.0,19.32367149758454,1
112.0,0.0,135.66666666666666,0.0,113.2,92.0,119.875,0.0,1.2,1.3888888888888888,1.0,0.0,1.4444444444444444,2.0,21.21390689451974,1
124.07692307692308,0.0,112.91666666666667,0.0,148.1,92.0,125.45454545454545,75.0,1.608695652173913,1.56,1.0,2.0,1.6,1.5,19.92928318868531,1
297.0,194.0,221.08333333333334,0.0,414.0,0.0,131.5,0.0,93.37037037037037,85.52941176470588,66.0,0.0,87.3,226.0,8.347367650289229,0
172.21428571428572,0.0,1307.3076923076924,197.0,294.84615384615387,0.0,414.5,0.0,90.96296296296296,80.5,0.0,68.0,82.625,532.0,4.355340477013481,0
222.41176470588235,877.0,269.8235294117647,0.0,397.46153846153845,0.0,228.2,0.0,92.43333333333334,77.07142857142857,113.0,0.0,86.33333333333333,688.0,7.9447322970639025,0
207.07142857142858,0.0,376.84615384615387,0.0,359.6666666666667,233.0,255.8,0.0,87.41379310344827,76.6842105263158,75.0,0.0,83.1,401.0,7.990943597256442,0
142.5,246.0,436.6666666666667,289.0,323.09090909090907,555.0,1237.75,0.0,90.57142857142857,76.78571428571429,83.5,78.0,87.625,683.7142857142857,5.433746425166826,0
345.8888888888889,159.0,492.1111111111111,275.0,477.7,0.0,130.33333333333334,0.0,95.4,90.5,147.0,91.0,102.85714285714286,392.3333333333333,5.883073906115945,0
393.0,214.0,349.6666666666667,0.0,507.27272727272725,0.0,395.1666666666667,0.0,91.05,80.0909090909091,83.0,0.0,93.75,497.0,5.88235294117647,0
245.4,214.0,202.5,0.0,1029.8181818181818,0.0,270.3333333333333,0.0,103.14285714285714,86.65,116.0,0.0,91.66666666666667,531.0,5.483496783718233,0
236.4,0.0,357.3333333333333,0.0,660.4375,351.0,408.375,0.0,109.07692307692308,92.77777777777777,111.0,0.0,95.44444444444444,481.0,5.441773028594043,0
218.73333333333332,0.0,248.28571428571428,0.0,1908.9,398.0,2292.4166666666665,138.0,103.84,86.82142857142857,146.0,105.5,88.8,314.0,2.4829298572315333,0
139.33333333333334,76.0,131.5,0.0,135.625,0.0,104.5,0.0,1.8,1.411764705882353,1.0,0.0,2.25,1.0,19.461697722567287,1
114.78571428571429,0.0,120.6923076923077,82.0,157.07692307692307,0.0,100.9,0.0,1.962962962962963,1.6666666666666667,0.0,1.0,1.25,1.0,19.334389857369256,1
112.06666666666666,0.0,110.35714285714286,0.0,143.3,145.0,120.11111111111111,0.0,1.48,1.25,1.0,0.0,1.2222222222222223,2.0,20.380434782608695,1
124.53846153846153,0.0,132.41666666666666,112.0,142.4,146.0,106.6,0.0,2.0,2.0555555555555554,1.0,1.0,1.0,2.0,19.122257053291534,1
94.0,135.0,138.2,86.0,120.27272727272727,149.0,152.5,0.0,1.5,1.0,1.4,1.0,1.1428571428571428,2.2857142857142856,21.2,1
107.125,139.0,161.55555555555554,109.0,133.0,0.0,131.25,98.0,2.2,2.0714285714285716,1.0,1.0,2.3333333333333335,1.3333333333333333,18.810059292578206,1
140.66666666666666,66.0,109.11111111111111,0.0,144.3,0.0,114.8,0.0,1.4210526315789473,1.8,1.0,0.0,1.5,1.0,19.967400162999184,1
110.2,105.0,130.5,0.0,155.54545454545453,0.0,117.66666666666667,0.0,1.5714285714285714,1.55,1.0,0.0,1.6666666666666667,2.0,19.678334910122988,1
115.8,0.0,137.11111111111111,0.0,123.06666666666666,95.0,137.75,0.0,1.36,1.5,2.0,0.0,1.0,2.0,19.867549668874172,1
103.07692307692308,0.0,106.33333333333333,0.0,130.0,93.0,118.18181818181819,96.0,0.9130434782608695,1.16,1.0,1.0,1.5,1.5,22.23816355810617,1
131.66666666666666,136.0,189.16666666666666,0.0,215.125,0.0,126.75,0.0,114.1,99.11764705882354,133.0,0.0,100.0,371.0,14.26187225003793,0
160.5,0.0,137.30769230769232,113.0,316.9375,0.0,242.3,0.0,117.43333333333334,95.875,0.0,151.0,97.5,364.0,10.635646032405484,0
151.66666666666666,0.0,129.5,0.0,241.36363636363637,628.0,258.1,0.0,113.0,94.72,2.0,0.0,83.88888888888889,322.0,11.992263056092844,0
146.8125,0.0,303.2,121.0,303.5882352941176,190.0,340.0,0.0,128.11764705882354,103.4,98.0,90.0,105.16666666666667,166.5,9.375,0
540.5,115.0,621.6666666666666,140.0,509.75,275.0,790.75,0.0,129.7826086956522,112.15384615384616,120.2,99.0,113.57142857142857,453.0,4.3523078685144885,0
145.25,187.0,254.11111111111111,137.0,165.36363636363637,0.0,110.5,136.0,130.95238095238096,112.64285714285714,128.0,83.0,108.66666666666667,247.33333333333334,11.645193260654112,0
225.11111111111111,113.0,210.88888888888889,0.0,294.75,0.0,214.0,0.0,141.52380952380952,112.6,91.0,0.0,115.125,424.0,10.081043684522633,0
164.2,91.0,206.3,0.0,237.72727272727272,0.0,395.8888888888889,0.0,128.13636363636363,99.8,127.0,0.0,111.33333333333333,251.0,8.820103178565484,0
161.0,0.0,248.1,0.0,271.4,238.0,238.375,0.0,127.76923076923077,116.78947368421052,122.0,0.0,119.88888888888889,251.0,10.42248278429183,0
133.71428571428572,0.0,161.92307692307693,0.0,286.0,323.0,356.92857142857144,97.0,127.12,104.75862068965517,143.0,119.0,110.36363636363636,245.0,10.499475026248689,0
495.75,166.0,299.0833333333333,0.0,518.1538461538462,0.0,172.5,0.0,91.08,100.70588235294117,48.0,0.0,87.66666666666667,272.0,6.113386008420324,0
372.35714285714283,0.0,291.61538461538464,134.0,578.9375,0.0,584.5,0.0,93.26666666666667,94.0,0.0,73.0,90.7,180.0,5.311462604959969,0
424.75,0.0,322.4,0.0,479.44444444444446,606.0,357.0,0.0,90.36,99.48,95.0,0.0,84.2,204.0,6.202480992396959,0
151.8,0.0,369.42857142857144,0.0,450.3125,380.0,637.4,0.0,83.96875,110.4,91.0,0.0,82.16666666666667,186.0,6.494784491241881,0
377.5,153.0,275.0,376.0,412.8,381.6666666666667,1059.5,0.0,92.45833333333333,106.86666666666666,110.2,91.0,78.85714285714286,604.8571428571429,5.04079627493699,0
271.55555555555554,146.0,409.55555555555554,166.5,286.4,0.0,764.5,0.0,98.19047619047619,96.625,115.0,94.5,84.28571428571429,210.0,6.119202056051892,0
314.3333333333333,140.0,369.0,0.0,312.27272727272725,0.0,396.92857142857144,0.0,92.15,97.75,91.0,0.0,88.375,246.0,6.950701505985327,0
301.25,280.0,436.9166666666667,0.0,444.72727272727275,0.0,346.09090909090907,0.0,82.16666666666667,94.29166666666667,139.0,0.0,83.66666666666667,289.0,5.2453769559032715,0
475.1666666666667,0.0,585.9090909090909,0.0,431.2,276.0,427.625,0.0,94.85185185185185,97.0952380952381,138.0,0.0,83.41666666666667,246.0,4.8990557465133735,0
154.35714285714286,0.0,288.15384615384613,0.0,410.72727272727275,317.0,410.9230769230769,144.0,85.64,98.28571428571429,138.0,72.0,89.33333333333333,225.0,8.160851567120048,0
153.75,104.0,151.66666666666666,0.0,171.875,0.0,117.5,0.0,71.3,94.41176470588235,56.0,0.0,94.25,106.0,16.201309893140294,0
125.70588235294117,0.0,139.75,233.0,285.3529411764706,0.0,235.41666666666666,0.0,80.79411764705883,88.0,0.0,77.0,94.375,153.0,11.683738796414854,0
168.17391304347825,0.0,339.6363636363636,0.0,392.8181818181818,342.0,505.45454545454544,0.0,73.71111111111111,99.73529411764706,93.0,0.0,92.58333333333333,118.0,6.953177010133886,0
120.61538461538461,0.0,155.16666666666666,218.0,263.1666666666667,158.0,228.0,0.0,76.6875,95.94117647058823,59.0,83.0,97.18181818181819,144.5,12.522011348072784,0
286.22222222222223,151.0,160.75,140.0,185.3,493.0,412.6666666666667,0.0,83.6086956521739,107.57142857142857,67.83333333333333,58.0,104.28571428571429,148.9090909090909,7.677067855373947,0
124.375,127.0,149.22222222222223,150.0,119.4,0.0,103.5,140.0,88.85,102.07142857142857,80.0,85.5,108.33333333333333,145.66666666666666,17.30950141110066,0
185.11111111111111,134.0,290.22222222222223,0.0,165.7,0.0,175.8,0.0,86.47368421052632,107.6,65.0,0.0,96.75,119.0,12.23470661672909,0
164.4,162.0,169.0,0.0,260.9166666666667,0.0,234.45454545454547,0.0,78.5,111.77272727272727,72.0,0.0,87.77777777777777,94.5,11.854360711261643,0
194.2,0.0,229.66666666666666,0.0,244.8125,166.0,268.4,0.0,77.88461538461539,95.7,79.0,0.0,88.8,139.0,10.591672753834917,0
122.3076923076923,0.0,118.66666666666667,0.0,201.5,169.0,157.72727272727272,75.0,78.56521739130434,100.16,84.0,66.0,87.2,125.5,16.586409844836812,0
121.41666666666667,111.0,124.33333333333333,0.0,120.125,0.0,86.0,0.0,1.6,1.8235294117647058,3.0,0.0,1.75,5.0,21.52014652014652,1
103.85714285714286,0.0,105.46153846153847,81.0,125.61538461538461,0.0,105.4,0.0,1.4074074074074074,1.4583333333333333,0.0,2.0,1.5,4.0,21.805183199285075,1
105.53333333333333,0.0,108.0,0.0,135.1,201.0,119.22222222222223,0.0,1.48,1.875,2.0,0.0,1.7777777777777777,3.0,20.968023763760264,1
99.23076923076923,0.0,123.33333333333333,92.0,127.33333333333333,99.0,99.8,0.0,1.4137931034482758,1.5,2.0,1.0,1.4,2.5,21.92273135669362,1
93.375,100.0,120.4,113.0,113.0,139.66666666666666,150.75,0.0,1.6,1.5384615384615385,1.6,1.0,1.0,2.5714285714285716,22.074135776759682,1
90.75,96.0,119.55555555555556,110.0,108.2,0.0,100.0,84.0,1.4,1.1428571428571428,2.0,1.0,1.3333333333333333,2.3333333333333335,23.379923761118167,1
122.33333333333333,124.0,99.55555555555556,0.0,126.6,0.0,118.3,0.0,1.4210526315789473,1.25,3.0,0.0,1.5,4.0,21.43950995405819,1
114.6,117.0,90.9,0.0,148.27272727272728,0.0,102.33333333333333,0.0,1.6666666666666667,1.45,1.0,0.0,1.3333333333333333,2.0,22.00592467202708,1
