uuid,sentence_id,key_event,key_code,key_char,alt_key,ctrl_key,shift_key,is_bot,timestamp
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,84,t,0,0,0,1,1621814298757.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,84,t,0,0,0,1,1621814298758.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,32, ,0,0,0,1,1621814298827.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,32, ,0,0,0,1,1621814298828.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,70,f,0,0,0,1,1621814298932.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,70,f,0,0,0,1,1621814298933.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,79,o,0,0,0,1,1621814299017.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,79,o,0,0,0,1,1621814299018.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,82,r,0,0,0,1,1621814299099.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,82,r,0,0,0,1,1621814299100.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,32, ,0,0,0,1,1621814299163.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,32, ,0,0,0,1,1621814299164.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,84,t,0,0,0,1,1621814299237.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,84,t,0,0,0,1,1621814299238.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,72,h,0,0,0,1,1621814299360.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,72,h,0,0,0,1,1621814299361.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,69,e,0,0,0,1,1621814299461.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,69,e,0,0,0,1,1621814299463.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,32, ,0,0,0,1,1621814299565.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,32, ,0,0,0,1,1621814299566.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,77,m,0,0,0,1,1621814299679.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,77,m,0,0,0,1,1621814299680.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,79,o,0,0,0,1,1621814299786.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,79,o,0,0,0,1,1621814299787.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,83,s,0,0,0,1,1621814299926.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,83,s,0,0,0,1,1621814299928.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,84,t,0,0,0,1,1621814300013.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,84,t,0,0,0,1,1621814300014.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,32, ,0,0,0,1,1621814300091.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,32, ,0,0,0,1,1621814300092.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,69,e,0,0,0,1,1621814300201.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,69,e,0,0,0,1,1621814300201.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,88,x,0,0,0,1,1621814300302.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,88,x,0,0,0,1,1621814300303.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,80,p,0,0,0,1,1621814300423.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,80,p,0,0,0,1,1621814300424.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,69,e,0,0,0,1,1621814300517.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,69,e,0,0,0,1,1621814300518.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,78,n,0,0,0,1,1621814300594.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,78,n,0,0,0,1,1621814300595.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,83,s,0,0,0,1,1621814300712.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,83,s,0,0,0,1,1621814300715.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,73,i,0,0,0,1,1621814300814.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,73,i,0,0,0,1,1621814300815.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,86,v,0,0,0,1,1621814300906.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,86,v,0,0,0,1,1621814300907.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,69,e,0,0,0,1,1621814301046.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,69,e,0,0,0,1,1621814301050.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,32, ,0,0,0,1,1621814301177.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,32, ,0,0,0,1,1621814301179.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,90,z,0,0,0,1,1621814301275.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,90,z,0,0,0,1,1621814301276.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,79,o,0,0,0,1,1621814301377.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,79,o,0,0,0,1,1621814301380.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,79,o,0,0,0,1,1621814301516.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,79,o,0,0,0,1,1621814301519.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,76,l,0,0,0,1,1621814301643.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,76,l,0,0,0,1,1621814301646.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,79,o,0,0,0,1,1621814301783.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,79,o,0,0,0,1,1621814301786.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,71,g,0,0,0,1,1621814301924.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,71,g,0,0,0,1,1621814301927.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,89,y,0,0,0,1,1621814302050.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,89,y,0,0,0,1,1621814302051.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,32, ,0,0,0,1,1621814302154.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,32, ,0,0,0,1,1621814302155.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,69,e,0,0,0,1,1621814302302.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,69,e,0,0,0,1,1621814302306.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,81,q,0,0,0,1,1621814302413.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,81,q,0,0,0,1,1621814302414.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,85,u,0,0,0,1,1621814302544.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,85,u,0,0,0,1,1621814302547.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,73,i,0,0,0,1,1621814302625.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,73,i,0,0,0,1,1621814302626.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,80,p,0,0,0,1,1621814302724.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,80,p,0,0,0,1,1621814302725.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,77,m,0,0,0,1,1621814302821.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,77,m,0,0,0,1,1621814302822.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,69,e,0,0,0,1,1621814302924.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,69,e,0,0,0,1,1621814302927.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,78,n,0,0,0,1,1621814303031.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,78,n,0,0,0,1,1621814303032.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,84,t,0,0,0,1,1621814303158.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,84,t,0,0,0,1,1621814303159.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keydown,190,.,0,0,0,1,1621814303296.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,2,keyup,190,.,0,0,0,1,1621814303299.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,16,Shift,0,0,0,1,1621814304406.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,65,A,0,0,1,1,1621814304406.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,16,Shift,0,0,0,1,1621814304408.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,65,A,0,0,1,1,1621814304408.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,32, ,0,0,0,1,1621814304516.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,32, ,0,0,0,1,1621814304516.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,81,q,0,0,0,1,1621814304615.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,81,q,0,0,0,1,1621814304616.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,85,u,0,0,0,1,1621814304681.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,85,u,0,0,0,1,1621814304682.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,73,i,0,0,0,1,1621814304794.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,73,i,0,0,0,1,1621814304795.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,67,c,0,0,0,1,1621814304904.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,67,c,0,0,0,1,1621814304905.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,75,k,0,0,0,1,1621814305033.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,75,k,0,0,0,1,1621814305036.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,32, ,0,0,0,1,1621814305110.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,32, ,0,0,0,1,1621814305111.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,77,m,0,0,0,1,1621814305183.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,77,m,0,0,0,1,1621814305184.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,79,o,0,0,0,1,1621814305315.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,79,o,0,0,0,1,1621814305318.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,86,v,0,0,0,1,1621814305460.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,86,v,0,0,0,1,1621814305462.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,69,e,0,0,0,1,1621814305551.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,69,e,0,0,0,1,1621814305552.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,77,m,0,0,0,1,1621814305631.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,77,m,0,0,0,1,1621814305632.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,69,e,0,0,0,1,1621814305774.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keyup,69,e,0,0,0,1,1621814305777.00
004d6f86-a0cf-4253-9e2a-7f3d4ce394d4,3,keydown,78,n,0,0,0,1,1621814305876.00
